title,true,pred_label
"BREAKING NEWS: NYPD Cracking Down On Anti-Trump Terror Groups…WATCH Police ARREST Antifa Terrorists For Wearing Masks, Burning Flags [VIDEO]",0,0
HILLARY ALINSKY IS NEXT: How POPULIST Movement Is Catching Fire Worldwide…GLOBALIST Movement Is On The Run [VIDEO],0,0
MCCAIN NEEDS TO GO! Makes Claim That Trump Is Trying To Be A Dictator But Was Silent On Obama,0,0
BURN! NYT TAKES JAB AT FOX NEWS…Watch How FOX Got Even in a Big Way! [Video],0,0
ITER nuclear fusion project faces delay over Trump budget cuts,1,1
 CBS Reporter Describes Racism At Donald Trump Rallies,0,1
"BOILER ROOM – EP #49 – WHAT is REAL: Brussels, Yemen, Trump?",0,0
Republican avoids upset in costly Georgia congressional race,1,1
"Dear America: Stop Supporting Terrorists in Syria, and Around the World",0,0
 Ted Cruz’s Tour Bus Gets Towed In Iowa – Has To Hitch A Ride (IMAGES),0,0
Congress passes funding bill averting government shutdown,1,1
FBI director search: back to drawing board for Trump team?,1,1
"Saudi prince, relieved from National Guard, once seen as throne contender",1,1
 Superdelegate Tammy Baldwin: ‘I’m Still A Human’ (VIDEO),0,0
FAST AND FURIOUS IN PARIS? Why ATF Silenced Phoenix Gun Owner Of Weapon Used In Paris Attack,0,0
 WATCH: FBI May Have VERY High-Level Witness To Blow Russia Scandal Apart,0,0
How the FBI Creates ‘Domestic Terror’ in the United States,0,0
PERFECT! President Trump Is Laughing Hysterically In HILARIOUS New Video Featuring CNN Logo As Jim Carrey In “LIAR LIAR” Movie,0,0
WOW! OBAMA MEDIA ALLY EXPOSES HUGE LIE: Why Obama Regime “Cooked” Intel On ISIS [VIDEO],0,0
COMEDY GOLD ON DETROIT NEWS: “Willy” Dumps His Tires In The Wrong Spot [Video],0,0
Singaporeans protest against uncontested presidential election,1,1
Former Trump campaign adviser delivers 'irrelevant' documents to congressional committees,1,1
ABC Producing Comedy Involving Illegal Alien Family…That’s Funny?,0,0
SUNDAY SCREENING: ‘The Clinton Chronicles’ (1994),0,0
"Detained journalists informed Myanmar of filming plans, Turkish broadcaster says",1,1
Senate panel approves Wray's nomination as FBI director,1,1
(VIDEO) CHICAGO THUG PRESIDENT GOES AFTER TRUMP FOR “OUTRAGEOUS ATTACKS”,0,0
DONALD TRUMP JR Slams Kathy Griffin for Playing the Victim [Video],0,0
"Speed up Brexit transition talks or deal will be worthless, says UK's Hammond",1,1
"Fight over Alaska Arctic drilling has just begun, opponents vow",1,1
 Watch Bernie Sanders DESTROY Republican Ranting About ‘Homos’ In The Military,0,0
[VIDEO] BALTIMORE MAYOR TO POLICE: “Let them loot…it’s only property” Police Demoralized After Being Unable To Respond To 9-11 Calls From Terrorized Business Owners,0,0
 Trump Stooge Devin Nunes Hands Investigation To Others As Ethics Committee Investigates Him,0,0
 Bette Midler Weighs In On #CruzSexScandal And It Is Absolutely HILARIOUS (TWEET),0,0
 You Won’t Believe This Racist Alabama Math Test (VIDEO),0,0
"UNREAL! TWO FLORIDA Immigrant Politicians Intimidated Voters: “Candidates watched over their shoulders, telling them who to vote for.”",0,0
 SHAME: Desperate Rubio Repeatedly Tries To Pin ALL Blame For 9/11 On Clinton (VIDEO),0,0
DEMOCRATS AGAINST TRUMP’S WALL For Lawbreakers…But NOT Against Wall To Keep Bernie Sanders’ Fans Out,0,0
 WATCH: Trump Supporter Calls For Sending Black People Back To Africa,0,0
FEEL GOOD STORY OF THE DAY: Globalist Billionaire George Soros Melt Down…Calls Trump “Con Artist”…Says He Threatens “Open Society Model”,0,0
 Shocking Ad Shows How Trump’s Racist Campaign Is RUINING Children’s Lives (VIDEO),0,0
CANADA SENDS TROOPS TO U.S. BORDER To Deal With Illegals and Asylum Seekers Running From Trump’s New Policies On Immigration,0,0
Trump says waterboarding 'works' but will defer to Cabinet: ABC interview,1,1
Congress averts government shutdown for now,1,1
Thousands more Rohingya flee to border as Myanmar violence flares,1,1
CHELSEA CLINTON Uses “Lucifer” To Support Argument For Tearing Down Confederate Statues…INSTANTLY Regrets It,0,0
"Trump to visit Slovenia, country of wife Melania's birth",1,1
Russian long-range bombers strike Islamic State targets in Syria,1,1
GRAPHIC RIOT VIDEOS EXPOSE THUGS ATTACKING ELDERLY AND WHITES…And The Black Caucus Is Protesting Today In Support Of This? [Video],0,0
"FRANCE: “Topless Trump” And “Topless Marine Le Pen” Dragged Away From Polling Place, As Country Under Siege By Islamic Radicals Votes",0,0
 WATCH: Trump’s Head Will Explode With Rage When He Hears What Lawrence O’Donnell Said About Him,0,0
" Trump Will Not Be Releasing His Tax Returns, And George Will Knows Why",0,0
Republicans move on tax reform; Fed officials see economic threats,1,1
Exclusive: Trump complains Saudis not paying fair share for U.S. defense,1,1
EVERY U.S. CITIZEN TAKEN HOSTAGE IN IRAN To Be Awarded Millions…With A Catch…Iran’s Not Paying…YOU Are!,0,0
 Donald Trump Owes HUNDREDS Of Ordinary People Money,0,0
U.S. arms sales jump 25 percent in FY 2017,1,1
HILLARY CAUGHT IN THE ACT OF Breaking The Law In NY To Get Votes [VIDEO],0,0
White House slams Russia over veto on Syria chemical weapons probe,1,1
"WOW! STERLING HTS, MI CITY COUNCIL Caves On Mega-Mosque Project In Middle Of Christian Neighborhood…Council Member CAUGHT On VIDEO Admitting Mosque Is Part Of “Religious War”",0,0
Trump suggests challenging TV network licenses over 'fake news',1,1
"Medical students, faculty rally to try to save Obamacare",1,1
PAUL RYAN IGNORES EXECUTIVE ORDERS OBAMA… SAYS He’ll Sue Trump Over Muslim Ban,0,0
"WHILE DEMOCRATS Were Focused On Russia and P*ssy Hats, President Trump Quietly Accomplished Something So Awesome, It Will Leave Conservatives Cheering",0,0
"YOU WON’T BELIEVE HIS PUNISHMENT! HISPANIC STORE OWNER Swindles Tax Payers Out Of $1,116,924.27 In Latest Food Stamp Scam",0,0
No plan to use National Guard for immigration enforcement: White House,1,1
Trump travel ban shows U.S. misunderstanding of anti-terror duties: Chinese state media,1,1
 Trump’s Lawyer’s Response Was Riddled With Errors; He Even Misspelled ‘President’,0,0
LIBERAL JOURNALIST Goes To Border Gets Shocking Answers About Wall With Mexico [Video],0,0
Why Obama Calls Islamic Terror Group “ISIL” While Terror Experts Call Them “ISIS”,0,0
"Factbox: Trump on Twitter (December 6) - America, California's wildfires",1,1
France says it wants Pence to clarify Trump's stance on EU,1,1
U.S. State Department calls for Myanmar to release Reuters journalists,1,1
 Meet The Cowardly Republicans Who Re-Endorsed Trump After Condemning Him For Sexual Assault,0,0
"NFL’S PHONY PATRIOTISM: US Defense Department Paid NFL $5.4 MILLION For On-Field Flag Appearances, Welcome Home Veteran Tributes",0,0
BRILLIANT! TUCKER CARLSON and AYAAN HIRSI ALI Discuss Terrorism and Trump’s Travel Order: He’s right about the danger of radical Islam [Video],0,0
Martin Luther King's daughter says 'God can triumph over Trump',1,1
BOMBSHELL CLAIM: ISRAEL’S NETANYAHU Resonds To Kerry’s ‘Skewed’ Speech [Video],0,0
"More work to be done to unlock Brexit talks: Britain's May, EU's Tusk",1,1
BALTIMORE’S OVERZEALOUS PROSECUTOR BUSTED “FAVORITING” RACIST TWEETS [Video],0,0
SOCIAL MEDIA ERUPTS Over Awkward Photo Of Marco Rubio Attempting To Hug Ivanka Trump…Rubio’s Responses Are HILARIOUS!,0,0
(VIDEO) BUSTED! YOU’LL NEVER BELIEVE WHO ELSE TOLD THE COPS IN BALTIMORE TO “BACK OFF”,0,0
UK Foreign Secretary Johnson to hold talks with U.S.' Tillerson in London,1,1
European nations condemn detention of lawyer in slain Italian student investigation,1,1
Jason Chaffetz Calls Out the GOP: “Republicans need to get a backbone!” [Video],0,0
" Trump EXPLODES Because Paul Ryan Won’t Defend Him, Launches INSANE Attack (VIDEO)",0,0
Justice Department antitrust nominee Makan Delrahim's hearing delayed,1,1
Two-thirds of US Navy Strike Fighter Jets Grounded: Navy Claims No Money to Fix Them,0,0
"Kim Jong Un praises nuclear program, promotes sister",1,1
 MI Republican Gov Rick Snyder Now Trying To Steal $550 Million Dollars From Teachers,0,0
" BREAKING: Trump’s Taj Mahal SHUTS DOWN, Thousands Of Jobs Lost (DETAILS)",0,0
Anti-corruption blogger killed by huge bomb in Malta,1,1
DEMOCRAT CHAIRMAN YELLS “All Together Now…F*ck Donald Trump!” [Video],0,0
AMERICAN WORKERS IGNORE GAG ORDER: Speak Out On Being Replaced By Foreign Workers,0,0
Italy's Berlusconi sent to trial accused of bribing witness: source,1,1
"U.S. high court pick Gorsuch seen as genial, firmly conservative",1,1
Russian Twitter accounts promoted Brexit ahead of EU referendum: Times newspaper,1,1
NANCY SINATRA Says 5 MILLION “Murderous Members” of the NRA “Should Face A Firing Squad”,0,0
" Yes, You’re Gonna Want To See Mitt Romney Read ‘Mean Tweets’ From Donald Trump (VIDEO)",0,0
Palestinian billionaire Masri detained in Saudi Arabia: sources,1,1
 Alabama’s Only Gay Rep Just Dropped A Devastating Truth Bomb On The Bathroom Bigots,0,0
"Billionaire Klarman slams Trump, vows to work for Clinton",1,0
"White House downplays Charlottesville comments from Tillerson, Cohn",1,1
"OBAMA BLAMES “Right Wing” Talk Radio, FOX News For Angering “White People”…”Anti-Government” Attitudes [VIDEO]",0,0
"Georgian policeman, three terrorism suspects killed in police operation: state security",1,1
Ariana Grande returns to U.S. following Manchester bombing,1,1
 WATCH: Lewis Black Hilariously BURNS Trump And Mocks Inauguration On The Daily Show,0,0
Trump to address Senate Republicans on Tuesday: Senator Barrasso,1,1
 Spicer Has Epic Freudian Slip During His Half-Assed Apology For Hitler Comments (VIDEO),0,0
Dutchman put on trial for Ethiopian war crimes in 1970s,1,1
'It's like kumbaya:' Trump's genial private meetings with CEOs jar with public attacks,1,1
 House Conservatives Planning To End Paul Ryan: ‘You Got To Stab Somebody’,0,0
Trump administration touts plans to reduce regulation,1,1
DEMOCRATS CAUGHT Paying Halfway House Patients $300 To Vote For Hillary [VIDEO],0,0
Obama 'pleased' with Fed's Yellen: White House,1,1
 Democrats In Four States Are Now SUING Trump For Voter Intimidation,0,0
U.S.-backed forces in Syria holding foreign Islamic State leaders,1,1
Puerto Rico debt fix unlikely to resemble Detroit's,1,1
Senate Democratic leader says Attorney General Sessions should resign,1,1
MEDIA IGNORES Time That Bill Clinton FIRED His FBI Director On Day Before Vince Foster Was Found Dead,0,0
Failure to pass UK's Brexit bill would create legal holes: minister,1,1
Saudi Crown Prince calls Iran leader 'new Hitler': NYT,1,1
"Turkey urges U.S. to review visa suspension as lira, stocks tumble",1,1
GOP Rep Dave Brat HUMILIATES MSNBC Host Craig Melvin Over Liberal Media Bias…Makes Melvin Wish He Never Interviewed Him [VIDEO],0,0
British civil servants' union calls nationwide strike ballot,1,1
Indonesia president nominates air chief to replace controversial military head,1,1
 Bombshell CIA Report Reveals Russia’s Secret Plan For 2016 Election,0,0
"LEFTIST Resentment Peddler, Larry David (Net Worth $800 Million) Claims $5K Prize For Calling Trump A “Racist”",0,0
 Cruz Ad Turns Trump Into A Creepy Doll Who ‘Pretends To Be A Republican’ (VIDEO),0,0
South Korea expects more provocative acts by North Korea in mid-October,1,1
" Melissa Harris-Perry Is DONE With MSNBC, Pens Detailed Letter Explaining Why",0,0
"Zimbabwe's axed VP is safe, traveling to South Africa: ally",1,1
Britain's Labour says May should consider keeping UK in EU customs union and single market,1,1
Apple refused China request for source code in last two years: lawyer,1,1
"U.N. to vote on rival U.S., Russia bids to renew Syria inquiry",1,1
Trump rejects future in pulling out of Paris climate pact: Obama,1,1
Spanish court blocks second law linked to Catalan referendum,1,1
 Republicans Begin Requiring Doctors Lie To Patients About Existence Of ‘Abortion Reversal’ Pill,0,0
 Republicans Are Now Threatening To KILL Transgender Students At This University,0,0
Spain could again revise down 2018 growth forecast due to Catalonia: Rajoy,1,1
Merkel says Britain must move on Brexit bill to break deadlock,1,1
Trump to visit Florida on Thursday in wake of hurricane: White House,1,1
WOW! IVANKA TRUMP Was The Best Speech Yet At The RNC! [Video],0,0
Sterling quarterback crop lead way into the playoffs,1,0
" President Obama BLASTS ‘Insecure’ Trump, Makes It Clear Trump Is Unfit (VIDEO)",0,0
Merkel signals readiness for new election after coalition talks collapse,1,1
Black U.S. lawmakers group endorses Clinton White House bid,1,1
Ryan says Congress considering action on Clinton's email use,1,1
CAN YOU GUESS THE ONE THING Majority Of Bernie Sanders Supporters Have In Common?,0,0
Obama surprises Vice President Biden with Medal of Freedom,1,1
GONE TOO FAR! Rosie O’Donnell Sparks Outrage with Online Trump-Killing Game,0,0
Russia urges India to line up behind China's Belt and Road initiative,1,1
"No north-south Ireland border despite leaving customs union, British minister pledges",1,1
Chief justice calls U.S. patent challenge process bizarre,1,1
Trump faces challenges in separating from business: legal experts,1,1
"Suspected of graft, Indonesian parliament speaker under guard in hospital",1,1
REINCE PRIEBUS INTERVIEW: Is Speaker Ryan to Blame for Health Care Bill’s Deafeat? [Video],0,0
HILLARY CLINTON FLEECED UCLA With This Outrageous “Special” Fee For A Speech Not To Mention The Other Demands,0,0
Got bank? Election could create flood of marijuana cash with no place to go,1,1
MUST WATCH! New VIDEO Emerges Of Hillary Leaving NYC After FINALLY Losing The Election For The Last Time,0,0
Wilbur Ross seeks bigger budget for trade enforcement,1,1
Wreck of WWI German 'U-boat' submarine found off Belgium,1,1
U.S.-backed SDF say attacked by Russian jets in east Syria,1,1
Illinois governor signs higher education stopgap funding bill,1,1
[VIDEO] HOW POLITICAL CORRECTNESS Will Be The Cause Of Death For Europe…Will We Allow America To Be Next?,0,0
 Watch: Is This Proof Trump Is Unfit for Service?,0,0
 Twitter Mercilessly WRECKS Trump For Posting Celebratory Inauguration Day Tweet,0,0
 DNC Insiders Vote To Take Bernie’s Win In New Hampshire Away From Him (IMAGES),0,0
France eyes legalizing assisted reproduction for gay women in 2018,1,1
 Former Republican Senator Endorses Hillary Clinton After Orlando Shooting,0,1
Actor Russell Crowe criticizes Australian bid to move asylum seekers,1,1
'Big Bang Theory' trumps TV audience for latest Republican debate,1,1
EXPOSE THE LEFT! DOJ Digs Into Anti-Trump Website to Expose Violent Rent-a-Mob Organizers,0,0
"Merkel welcomes ""a lot of material"" from Macron on EU reform",1,1
Trump says he is 'very supportive' of Senate healthcare bill,1,1
Trump says wants democracy restored in Venezuela soon,1,1
"#BoycottPenzeys: HATEFUL, DIVISIVE Penzeys Spice Co. Owner Threatens Trump Supporters…Brags About Increased Sales Since Calling All Trump Supporters “Racists”",0,0
 Trump Spent YEARS Browbeating Scotland’s First Minister For A Really Idiotic Reason,0,0
Trump backs off ISIS comments; party head appears at rallies in show of unity,1,1
(VIDEO) OBAMA THROWS AMERICA UNDER THE BUS…AGAIN,0,0
Health Secretary Price believes has president's confidence,1,1
"By land, river and sea, Rohingya make their escape from Myanmar",1,1
TOMI LAHREN: “AFTER 8 YEARS…We were part of a different march…we marched into the voting booth to vote for TRUMP!” [Video],0,0
Attorney General Jeff Sessions to face House judiciary panel November 14,1,1
Trump says Taiwan president 'called me' to offer congratulations,1,1
WOW! Soon-To-Be Former GOP Congressman Jason Chaffetz Has Surprising New Job,0,0
White House defends Trump criticism of Nordstrom for dropping Ivanka clothing line,1,1
"TRUMP DELIVERS MESSAGE TO PUTIN: “Russia, If You’re Listening…I Hope You’re Able To Find The 30,000 Emails That Are Missing” [VIDEO]",0,0
" Ted Cruz Performed A Totally Awkward JFK Impression, Proving Why Conservatives Aren’t Funny (VIDEO)",0,0
WOW! HUNGARY and ISRAEL Just Labeled Hungarian Born-Jew George Soros An ENEMY OF THE STATE…Will The U.S. Follow?,0,0
UNREAL! WATCH JOE BIDEN Point Out The Guy Who “Follows” Him Around With The NUCLEAR CODES Right After Saying TRUMP Couldn’t Handle The Codes,0,0
UK's Johnson: Russia veto of chemical weapons inquiry 'appalling',1,1
 Bernie Sanders Just Used Trump’s Own Tweets To Publicly Shame Him On The Senate Floor,0,0
"Israeli leader in Argentina, lauds effort to solve 1994 Jewish center bombing",1,1
Iraqi Kurds say Baghdad will pay heavy price for assault,1,1
WATCH Barry Lose His Cool During Interview About Putin: “He’s Challenging Your Leadership Mr. President”,0,0
U.N. Security Council condemns excessive violence in Myanmar,1,1
Wife of ousted PM Sharif wins by-election in test of support for ruling party,1,1
French ministers tell anti-graft agency: no law revamp for now,1,1
"In Athens, Macron to urge renewal of EU democracy",1,1
Turkey issues warning over travel to U.S. after Trump protests,1,1
"U.N. torture watchdog ends trip to Rwanda, citing obstruction",1,1
Turkey's defense industry says planning 22 projects worth $5 billion,1,1
Austria's conservative shift opens path to power for far right,1,1
ANTIFA BEWARE! BIKERS FOR TRUMP Makes Huge Announcement On Tonight’s Phoenix Rally [VIDEO],0,0
Democratic Senator Wyden says he will vote for Puerto Rico debt bill,1,1
Austria's Social Democrats urge Facebook to unmask people behind smear campaign,1,1
FATHER OF SOLDIER SLAIN IN NIGER Defends President Trump: “My Son Knew What He Signed Up For”…This Is “Not About Donald Trump And This Isn’t About a Damn Phone Call!”,0,0
Democratic candidate for Senate concedes runoff in Louisiana,1,1
 Carly Fiorina Made A Killing Off Of Those ‘Baby Parts’–Because All Cash Is Sacred (VIDEO),0,0
 Church Installs ‘Watering System’ To Get Rid Of The Homeless — Just Like Jesus Would (VIDEO),0,0
Trump replaces chief of staff Reince Priebus after six-month run,1,1
 Republican Senator Open To Voting For Hillary Clinton,0,0
"Turkish court remands Turkey's Amnesty chairman in custody, Amnesty says",1,1
 Trump Knocks Clinton’s Mental Stamina But Can’t Even Remember What Day It Is,0,0
Former ally of Nigeria's Buhari prepared to contest presidency in 2019,1,1
WATCH: FOX News Host And Commentator Suspended On Same Day For Using ‘Colorful Language’ To Describe Obama,0,0
Caitlyn Jenner joins celebs mulling run for U.S. political office,1,1
HILLARY’S UNUSED VICTORY PARTY Confetti Turned Into Aspen “Art”…Proceeds Go To Planned Parenthood [Video],0,0
ANDREA MITCHELL STAMMERS Recalling Bill Clinton’s ‘Faulty’ Testimony In Paula Jones Deposition [Video],0,0
" Mark Zuckerberg Supports Vaccinations, And Anti-Vaxxers Are Super Pissed About It (IMAGE)",0,0
HOW OBAMA USED NWA (Niggaz Wit Attitudes) Famous For “F—k the Police” Rap To Promote His Dangerous Iran Deal On Twitter [VIDEO],0,0
Iran warns of retaliation if U.S. breaches nuclear deal,1,1
DANIEL GREENFIELD NAILS IT: AMERICA IS BEING RUN JUST LIKE BALTIMORE,0,0
South African Supreme Court upholds reinstating 783 corruption charges against Zuma,1,1
Brazil's Temer says pension bill 2 to 3 dozen votes short,1,1
 Donald Trump Just Told His Fans They’re Stupid TO THEIR FACES – And They Cheered (VIDEO),0,0
U.S. puts more pressure on Pakistan to help with Afghan war,1,1
"No U.S.-Russia cyber unit without Trump notifying Congress, bill says",1,1
PRINCE CHARLES Uses Christmas Radio Broadcast To Ask British To Remember Mohammed,0,0
Senate Republican leader starts clock ticking to showdown on Gorsuch,1,1
South Korea says Moon and Trump agree on need for stronger North Korea sanctions,1,1
LOOK WHO “THE VIEW” HIRED To Replace Only “Conservative” On Their Panel After She Dared To Ask Hillary The Wrong Question [VIDEO],0,0
Trump adviser accuses U.S. of disregarding Russia's interests,1,1
Young generation revulsed by Breivik may sway Norway's election,1,1
UPDATE: TRANSGENDER TARGET BOYCOTT Reaches Boiling Point…Loses $4 BILLION In 30 Days…CEO Defends Dangerous Bathroom Position,0,0
Tillerson: Trump is ready to engage personally in Middle East peace,1,1
 WATCH: Steve Harvey HILARIOUSLY Mocks Trump For Whining About SNL,0,0
 Comey Plans To Tell The World About Trump’s Illegal Requests In BOMBSHELL Testimony,0,0
BREAKING NEWS: Senator John McCain Diagnosed With Brain Cancer…Same Tumor Killed Senator Kennedy,0,0
Kenya chief justice says police 'enhanced' security after shooting,1,1
“Very Fake News” CNN PRESIDENT Like Oz Behind The Curtain…Feeds Anti-Trump Questions To Anchors While Interviewing Guests On Live TV [VIDEO],0,0
"US Coalition Airstrike on Syrian Army in Al-Tanf is Another Calculated War Crime, Aims to Destroy Arab Unity",0,0
"Tillerson, Canadian counterpart to discuss border security, other issues",1,1
 Governor Of Texas Unveils Detailed Plan To OVERTHROW The Federal Government,0,0
"PARTNERS IN CRIME: Goldman Sachs, The Clintons & Wall Street",0,0
 Republican Governor Scott Walker Makes Poverty Hit Highest Level In 30 Years,0,0
NYC AVIS CAR RENTAL REFUSES To Rent Car To Israeli,0,1
"Trump to ban transgender U.S. military personnel, reversing Obama",1,1
"Zimbabwe bourse loses $6 billion, index falls 40 percent after military takeover",1,1
No. 2 Republican in U.S. House sees conference on tax bill soon,1,1
Trump says will be putting more sanctions on North Korea,1,1
Mattis says no change in U.S. policy to protect South Korea,1,1
OUTRAGE! Student Threatens Violence Against Trump In High School Yearbook Quote,0,0
N.C. EVENT TO CHANGE ITS NAME BECAUSE THE WORD ‘DIXIE’ IS RACIST AND ‘OFFENSIVE’?,0,0
"GARY JOHNSON: Meet The “Creepy” Pro-Amnesty, Anti-Gun, Pro-TPP, Pro-Abortion, Democrat Party Operative And His Anti-Gun Rights, Friend Of Clinton’s VP Pick [VIDEO]",0,0
JUDGE JEANINE IS FURIOUS! “Hillary Won’t Stop Lying!” [VIDEO],0,0
" White House Officials Caught Openly Mocking Trump, Administration In Free Fall (DETAILS)",0,0
" Donald Trump Goes On INSANE Coke-Fueled Rant At Rally, Practically Tries To Incite Civil War (VIDEO)",0,0
"Factbox: Trump on Twitter (Dec 1) - Kate Steinle, Tax cuts, Rex Tillerson",1,1
LIBERAL HOLLYWOOD IMPLODES! Ratings Are In For The Trump-Bashing Emmys…Insignificant Celebrities Are Dealt MAJOR BLOW!,0,0
 National Park Service Officials HILARIOUSLY Troll Trump Over Silencing Government Agencies (TWEETS),0,0
 Trump Quickly Backtracks After Threatening To Deploy Troops On U.S. Soil (VIDEO),0,0
MUSLIM ASSIMILATION UPDATE: Migrants Arrested For STONING Transgender Women In GERMANY,0,0
STATE DEPARTMENT OFFICIALS OUT! Connected To Benghazi Scandal And Clinton E-mail Scandal [Video],0,0
"Democrats to join Trump, Republicans in talks to avert government shutdown",1,1
South Korea deploys U.S. anti-missile launchers amid clashes with protesters,1,1
 RNC BANS Watchdog That Has Attended The GOP Convention EVERY YEAR Since 1996,0,0
" Ted Nugent Calls For Hillary’s Murder AGAIN, Conservatives Silent (VIDEO)",0,0
South Africa's Ramaphosa leads in nominations for ANC leader: poll,1,1
 Senator Delivers SCATHING Rebuke To His GOP Colleagues – ‘No One Is Safe’ Because Of You,0,0
 Right-Wing Radio Host Regrets That Conservatives Were Turned Into Fact-Free ‘Monsters’,0,0
"U.N. rights boss condemns ""spreading hatred through tweets""",1,1
"WHAT WAS HE THINKING? DISHEVELED OBAMA YELLS From Air Force One At Bill Clinton: “Bill, Let’s Go!”",0,0
NATIONAL ENQUIRER ENDORSED TRUMP…Then Dropped YUGE Bombshell: “CRUZ’S 5 SECRET MISTRESSES”,0,0
Republican tax bill retains U.S. electric vehicle tax credit,1,1
Ukraine leader Poroshenko will meet Trump on Tuesday,1,1
Kansas passes Medicaid expansion bill despite governor's objection,1,1
Islamic State cleared from Syria's Raqqa: monitor,1,1
Clinton told FBI Colin Powell suggested she use private email: NYT,1,1
GOVERNMENT FAILED TO NOTIFY THREE SONS OF 9-11 VICTIM Living In Public Housing Of $1 Million Compensation Payment,0,0
CAMPAIGNING WHILE DRUNK? Video Showing Hillary Dancing Reopens “Booze Swilling” Past [Video],0,0
Trump seeks crackdown on 'Made in America' fakes,1,1
Pastors stand firm as Trump's U.S. evangelical base weakens,1,1
Turkey hopes for better cooperation with Trump on fighting terror: PM,1,1
Illinois House backs Democratic redistricting amendment,1,1
U.S. government seeks comments for fuel-economy standards review,1,1
LOL! CNN Live Shot Heckled By Trump Supporters: ‘CNN is fake news!’ [Video],0,0
 NYC Police Brutally Arrest Postal Worker After Nearly Hitting His Truck (VIDEO),0,0
WHOA! ‘SESAME STREET’ Using Bert And Ernie For Sexually Transmitted Diseases Ad,0,0
Republican Rep. Brooks: 30-40 Republican 'no' votes on health bill,1,1
IRONY! COLLEGE “ANTI-CAPITALIST” GROUP DISBANDS Because Members Were too Rich and White,0,0
 Dulles Airport ERUPTS As Detained Family Reunites After Trump’s Muslim Ban (VIDEO),0,0
(VIDEO) DESPERATION? CLINTON CAMPAIGN PANDERS TO RADICAL BLACK GROUPS,0,0
WATCH THIS: DID GOOGLE MANIPULATE Search For Hillary Clinton For Favorable Results? [Video],0,0
 Reporter Falls From Riser After Trump Goads Crowd Against Press (IMAGES),0,0
German minister says global climate deal will survive U.S. pull-out,1,1
Hariri returns to Lebanon for first time since resigning as PM,1,1
Rohingya insurgents open to peace but Myanmar ceasefire ending,1,1
" Fox News Hacked Phone Records, Emails Of Media Matters Journalists",0,1
" SLC Cops Murder Crying Suspect, Shoot Him In The Back AND Taser Him Without Even Pursuing",0,0
"Hurricane, storm surge warnings issued for Florida ahead of Irma: NHC",1,1
South Africa's ANC votes to elect leader to replace scandal-ridden Zuma,1,1
THEY KNEW! CLOSE CLINTON FRIEND Warned Against Agreeing To Allow Sexual Predator Harvey Weinstein To Host Fundraisers…They Did It Anyway,0,0
Alphabet soup as Kazakh leader orders switch to Latin letters,1,1
THIS YEAR: Let’s Make Christmas Great Again…,0,0
YIKES! SHOCKING FOOTAGE Of Black Lives Matter Protesters Being Hit By Vehicles Caught On Camera [VIDEO],0,0
"SWEDISH RESIDENT SPEAKS OUT ABOUT DECADES OF MUSLIM IMMIGRATION: “We all live in the same town, but not in the same world”",0,0
Oklahoma can consider PTSD in sentencing veterans under proposed law,1,1
" Sarah Palin Turns On Trump, Blasts His Bad ‘Crony Capitalism’ Deal With Carrier",0,0
3 MILLION ILLEGAL ALIENS Under Investigation For Voting…After Obama Told Them It Was Ok,0,0
 Here’s The One Thing That Scares Trump And His Racist Followers (VIDEO),0,0
 Top Intel Dem Rips Trump For Kissing Putin’s A**s: ‘No Art To This Deal’ (TWEETS),0,0
" Michael Flynn Begs For Donations On Twitter, Gets Wrecked By The Internet",0,0
Icahn says Trump better for U.S. economy than Clinton,1,1
 Civil Rights Hero Nearly Killed By KKK Has A Warning About Donald Trump,0,0
Influential U.S. senator mulls retirement,1,1
SHERIFF DAVID CLARKE Picked For Key Position In Trump Administration..Aren’t We Lucky!,0,0
First Time in 30 Years: US Deploys B-52 Bombers to Qatar to bomb… ISIS?,0,0
"Trump son, former partner due before House panel this week: source",1,1
Exclusive: Trump names career diplomat to head Cuban embassy - sources,1,1
"Brazil election campaign fund not big enough, judge says",1,1
UNITE THE RIGHT ORGANIZER Ambushed by Crowd…Rushed to Safety by Police at Press Conference [Video],0,0
‘TAKE THE MONEY!’ How Clinton Campaign Sold Out To Lobbyists For Foreigners,0,0
Canada will not send peacekeepers to Mali in near future: officials,1,1
"Wells Fargo supports 'best-interest' standard, is reviewing new rule",1,1
 Nate Silver Has A Frightening Prediction For The 2016 Election,0,0
"Trump again vows to bring back U.S. jobs, but offers few details",1,1
Hate speech seeps into U.S. mainstream amid bitter campaign,1,1
STATUE OF LIBERTY AS A MUSLIM? Congressman Sparks Protest After Hanging Painting in Office,0,0
"INT’L LEADERS CAN’T HIDE DISRESPECT For Obama At Final G20: Philippines Leader Calls Barack Obama,”Son of a bitch”…China Makes Him Exit “Ass” Of Air Force One…Putin Has Tense Meeting With Him [VIDEO]",0,0
BREAKING NEWS: SECOND MUSLIM Doctor And Wife ARRESTED In MI For Genital Mutilation On 6-8 Yr Old Girls,0,0
13 YR OLD BLACK CONSERVATIVE Hammers #BlackLivesMatter College Activists:”Grow Up!” [Video],0,0
Trump administration moves to make tougher U.S. visa vetting permanent,1,1
 Hundreds Arrested At Democracy Spring Protest At U.S. Capitol,0,1
 BOMBSHELL: Trump Is Being Investigated By SIX Intelligence Agencies For Illegal Cash Payments From Putin,0,0
